Wavelength	I	Idark	R	Rdark	XCorrect	Ic	Rc	Ic/Rc
nm	uA	uA	uA	uA				
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp 	Dark subtracted Abs Detecto	Corrected Ref Detector	Corrected Intensity
660	0.480702889619733		0.69341109647243		1.03775990009308	0.480448000714273	0.71443719946262	0.67248458097598
658	0.495255596470763		0.714703447156393		1.03528940677643	0.495000707565303	0.734780153929368	0.673671852619043
656	0.510714179477841		0.737496247968638		1.03309750556946	0.510459290572381	0.756771672650734	0.674522196086439
654	0.531019262099343		0.767141282640221		1.03115320205688	0.530764373193883	0.785915990528925	0.67534492183659
652	0.543567933008674		0.785315281591039		1.02945709228516	0.543313044103213	0.803332615444388	0.676323895803313
650	0.549554151246473		0.794105241272713		1.02793705463409	0.549299262341012	0.811181985569553	0.677159098836908
648	0.548682476140093		0.793286114383896		1.02666783332825	0.548427587234632	0.809339426302159	0.677623713131555
646	0.553930011824691		0.801478298799404		1.02560043334961	0.55367512291923	0.816899884930999	0.677775983486639
644	0.562422704356674		0.814130979718085		1.02465677261353	0.562167815451213	0.829112905940201	0.678035297030776
642	0.574707730857878		0.83257451754722		1.02378344535828	0.574452841952418	0.847288431770838	0.677989714496406
640	0.590083003928766		0.854907937257785		1.02288675308228	0.589828115023305	0.869390883815816	0.678438348047209
638	0.606119191608829		0.8785167658988		1.02184903621674	0.605864302703369	0.892633547040748	0.678737993560656
636	0.62179909572098		0.901493473265486		1.02063095569611	0.621544206815519	0.915020234793285	0.679268264440004
634	0.637833051040212		0.924968483852836		1.01923584938049	0.637578162134752	0.937696060733893	0.679941175860063
632	0.651845590657072		0.94557226184668		1.0177036523819	0.651590701751612	0.957254980996448	0.680686666235304
630	0.669134697338477		0.970944922572932		1.01619136333466	0.668879808433016	0.981615996266114	0.681406793468435
628	0.686604243777461		0.996670776962324		1.01451146602631	0.686349354872001	1.00609243081562	0.682193140361454
626	0.702998881773475		1.02056789600746		1.01275491714478	0.702743992868014	1.02855238366713	0.683235977114259
624	0.717717724793274		1.0421610584578		1.01092803478241	0.717462835887814	1.04852613794476	0.684258417528942
622	0.728800174089811		1.05852962376105		1.0092089176178	0.728545285184351	1.06326238601231	0.685198023337129
620	0.738163115031403		1.07233006315903		1.00772297382355	0.737908226125942	1.07560387454708	0.686040877675958
618	0.748061879029935		1.08682675957327		1.0068142414093	0.747806990124475	1.08922940970637	0.686546822423814
616	0.755950381500856		1.09861549701396		1.00664889812469	0.755695492595395	1.10091765140989	0.686423268468458
614	0.764096337889205		1.11071068586944		1.00700271129608	0.763841448983744	1.11348448577949	0.685991999654147
612	0.775566351271107		1.12753523871969		1.00780045986176	0.775311462365647	1.13132238141399	0.685314349917325
610	0.785709228427844		1.14262829743624		1.00835275650024	0.785454339522383	1.14716149812113	0.684693777474954
608	0.801146255343699		1.16506323539591		1.0085117816925	0.800891366438239	1.16996831380193	0.684541074309664
606	0.814105169476488		1.18422179550002		1.00798010826111	0.813850280571028	1.18866297021277	0.684677070764094
604	0.83248973666377		1.21102754185287		1.00688087940216	0.832234847758309	1.21435689539434	0.685329700778002
602	0.848464472622887		1.23429825861779		1.00539457798004	0.848209583717426	1.23596058190505	0.686275594978958
600	0.868617063484744		1.2636038065964		1.00393652915955	0.868362174579284	1.2635890705168	0.687218807791786
598	0.88967564036593		1.29442327668809		1.00287997722626	0.88942075146047	1.29316748735133	0.687784652923946
596	0.910655442223017		1.324757158708		1.00218975543976	0.910400553317556	1.32267778398717	0.688301084617284
594	0.932887525264065		1.35707163459206		1.00178515911102	0.932632636358604	1.3545159650652	0.688535728195503
592	0.95002385484647		1.38192817593561		1.00154709815979	0.94976896594101	1.37908907917094	0.688692978782762
590	0.971897861411898		1.41322903640624		1.00122630596161	0.971642972506437	1.40998660643672	0.689115037029997
588	0.986842032494762		1.43489475134652		1.00070452690125	0.986587143589302	1.43093278505949	0.689471339178443
586	1.00418792628531		1.45995093563361		0.999973237514496	1.00393303737985	1.45494260953814	0.690015558550825
584	1.01691042379307		1.47825931568741		0.999053955078125	1.01665553488761	1.47189613005922	0.690711466743724
582	1.03472222792112		1.50363713846198		0.998229086399078	1.03446733901566	1.49601374018509	0.691482511977245
580	1.05083104743683		1.5268880767846		0.997582137584686	1.05057615853137	1.51823889961295	0.69197025501006
578	1.067708093573		1.55116104116515		0.997147619724274	1.06745320466754	1.54178132741594	0.692350585446914
576	1.08558782982969		1.57640275401595		0.996688485145569	1.08533294092423	1.56622954190603	0.692959053500821
574	1.10930273757184		1.61042555051086		0.996220171451569	1.10904784866638	1.59938781429855	0.693420219131018
572	1.12556550300979		1.63363193927311		0.9957315325737	1.12531061410433	1.62171065904817	0.693903445615143
570	1.15102243650182		1.6695272577332		0.995352268218994	1.15076754759636	1.656821452044	0.69456340402683
568	1.1698800078376		1.69647378319925		0.995181918144226	1.16962511893214	1.68335458938693	0.694818029609621
566	1.19878925607413		1.73763772193858		0.995282471179962	1.19853436716867	1.72449442196088	0.695006230177216
564	1.22453187071736		1.77405673271835		0.995623111724854	1.2242769818119	1.76134424788505	0.69508103443263
562	1.25447010301961		1.81641040991728		0.996170461177826	1.25421521411415	1.80450403902373	0.695047052813862
560	1.28544069920934		1.86024566059661		0.99668163061142	1.28518581030388	1.84911978143065	0.695025721540622
558	1.32054051748949		1.90940432739237		0.997178435325623	1.32028562858403	1.89906145386753	0.695230597143242
556	1.34869502634916		1.94904882186286		0.997675478458405	1.3484401374437	1.93956038016549	0.695229780538542
554	1.3830546377231		1.99727308924829		0.99818366765976	1.38279974881764	1.98868501642976	0.695333719213183
552	1.41347866866842		2.03946115212904		0.998678505420685	1.41322377976296	2.03180319511712	0.695551509693095
550	1.44672250703657		2.08549626241872		0.999059557914734	1.4464676181311	2.07857026021284	0.695895465175658
548	1.47703533192765		2.12719783085561		0.999196529388428	1.47678044302219	2.12052329549719	0.696422645371566
546	1.50544198312029		2.1664528111675		0.99907249212265	1.50518709421483	2.15947863109212	0.697014118381719
544	1.53060070799535		2.200049588377		0.998806416988373	1.53034581908989	2.19246019076682	0.698003925241008
542	1.55321117390842		2.23007452722187		0.998482644557953	1.55295628500296	2.22172886465563	0.698985510657113
540	1.57434552746167		2.25843699048745		0.99831360578537	1.57409063855621	2.24966736858549	0.699699280230008
538	1.59603782779003		2.28685243226844		0.998360693454742	1.59578293888457	2.27814233928423	0.700475519622688
536	1.6171641597979		2.31434292288125		0.998661279678345	1.61690927089244	2.30628193042583	0.70108916414824
534	1.63870613511465		2.34236659220287		0.999168038368225	1.63845124620919	2.33545258023719	0.701556203741369
532	1.6557536631227		2.36371647004724		0.999805629253387	1.65549877421724	2.3582886114428	0.701991590929325
530	1.68113945556277		2.39649858661547		1.0004802942276	1.68088456665731	2.39267783711223	0.702511863730891
528	1.70032288138944		2.42064212899947		1.00102841854095	1.70006799248398	2.41815706446317	0.703042832687708
526	1.72689365154694		2.45505885249476		1.0014044046402	1.72663876264148	2.45353038233588	0.703736450574389
524	1.75585594696344		2.49198138652691		1.00163662433624	1.75560105805798	2.49108230371671	0.704754337276858
522	1.78201031545024		2.52615113736694		1.00181710720062	1.78175542654478	2.52576300770642	0.705432544980831
520	1.82056402928544		2.57600609322241		1.0020604133606	1.82030914037998	2.57633410442927	0.70655010825284
518	1.861531314278		2.62986076830019		1.00242054462433	1.86127642537254	2.63124504784935	0.707374794640982
516	1.90416527712034		2.68591853174807		1.00289297103882	1.90391038821487	2.688705052807	0.70811425977245
514	1.96219890573366		2.76247183954764		1.00349617004395	1.9619440168282	2.76714314984487	0.709014283174394
512	2.0201704997403		2.83884190760186		1.00418245792389	2.01991561083484	2.84572507300735	0.709807011926208
510	2.09048677600962		2.93250450488385		1.00497353076935	2.09023188710416	2.94209530369727	0.710456892568168
508	2.18144946638101		3.05306278076931		1.00580215454102	2.18119457747555	3.06577890252154	0.71146506216791
506	2.2735696930637		3.17596625928212		1.00663805007935	2.27331480415824	3.19204610814776	0.712181067295851
504	2.37239532743444		3.30659926657264		1.00742840766907	2.37214043852898	3.32615573211632	0.713177803319408
502	2.48384427718442		3.45330347741222		1.00814700126648	2.48358938827896	3.47642767243977	0.714408473953945
500	2.61551412529111		3.62953309096585		1.00866842269897	2.61525923638565	3.65598295407682	0.715336824387911
498	2.82227426850791		3.90751512110509		1.00904226303101	2.82201937960245	3.93783357894897	0.716642621640618
496	3.03845249030035		4.19679064485155		1.00876116752625	3.03819760139489	4.22854650595727	0.718496910726796
494	3.23105593191356		4.44757410332212		1.00816118717194	3.2308010430081	4.47886164476867	0.721344238615115
492	3.28944498197321		4.51356532620296		1.00794267654419	3.28919009306775	4.54440625824226	0.723788742941303
490	3.33614832651316		4.56480808722868		1.00791668891907	3.3358934376077	4.59593752456527	0.725835244664959
488	3.44778206630147		4.70687959545005		1.00887954235077	3.44752717739601	4.74366101910109	0.72676507944265
486	3.67977375238619		5.00918707715224		1.00954282283783	3.67951886348073	5.05197205283678	0.728333178607869
484	3.87037560709334		5.25018472023223		1.01009511947632	3.87012071818788	5.29816640852562	0.730464168124319
482	3.9439302454713		5.32986686102712		1.01073944568634	3.94367535656584	5.38208392106004	0.732741334845092
480	3.91987808492288		5.27892012050804		1.01162850856781	3.91962319601742	5.33527891462396	0.734661347370942
478	4.04903106292243		5.4381138576649		1.0127238035202	4.04877617401697	5.50227473323145	0.735836789385316
476	4.35898695768		5.84050830185779		1.01399922370911	4.35873206877454	5.91723192941479	0.736616735792815
474	4.8676888965653		6.50028467861599		1.01552999019623	4.86743400765984	6.59618747424064	0.737916262487701
472	5.43703712427077		7.23677295692313		1.01726651191711	5.43678223536531	7.35667159226958	0.739027448374656
470	5.91518072587582		7.84610258095321		1.01911818981171	5.91492583697036	7.9910414665179	0.74019461189804
468	6.07051914078247		8.01495322725117		1.02110064029694	6.07026425187701	8.17899962787206	0.742176858792242
466	5.90571650472223		7.75966034497049		1.02326714992523	5.90546161581677	7.93512051493654	0.744218264196584
464	5.71263075109924		7.47720416934132		1.02553856372833	5.71237586219377	7.66306492634592	0.745442706945416
462	5.55381150124556		7.25569231719909		1.027627825737	5.5535566123401	7.45104463960425	0.745339329041393
460	5.39850753458097		7.04258356560922		1.02919805049896	5.39825264567551	7.24309879261055	0.745296012140941
458	5.19208758911672		6.77363747293388		1.03004312515259	5.19183270021126	6.97202002817786	0.744666922818372
456	5.00520438673847		6.54027693919837		1.03006207942963	5.00494949783301	6.73177248675153	0.743481677029787
454	4.84418208513579		6.34834719143013		1.02918720245361	4.84392719623033	6.52852325646987	0.741963688561562
452	4.64459782079657		6.10913350830395		1.02735614776611	4.64434293189111	6.27115053681735	0.740588653489435
450	4.32789307352691		5.70934860999907		1.02460694313049	4.32763818462144	5.84474655795705	0.740432137083821
448	3.93383372451555		5.20986238152617		1.02102768421173	3.93357883561009	5.31433984059441	0.740182027043668
446	3.64073730234686		4.84117529803843		1.01675081253052	3.6404824134414	4.91721628943745	0.740354338543422
444	3.50613016177145		4.67430426599037		1.0121191740036	3.50587527286599	4.72592336069497	0.741839214326664
442	3.44625597988178		4.59629656366536		1.00782012939453	3.44600109097632	4.62723194910528	0.744721926386819
440	3.4211140488299		4.55877537240903		1.0045450925827	3.42085915992444	4.57450345504273	0.747809941241479
438	3.3702185900489		4.48133386881222		1.00285410881042	3.36996370114344	4.48914051294507	0.750692407917655
436	3.33729632455545		4.42341011416086		1.00277864933014	3.33704143564999	4.4307180243543	0.753160417184595
434	3.31946590470482		4.38425045855562		1.00421047210693	3.31921101579936	4.39771991218223	0.754757256505748
432	3.33164260143351		4.38249757770325		1.00665414333344	3.33138771252805	4.40665689055632	0.755989811611468
430	3.35289119754001		4.39361177443618		1.00962591171265	3.35263630863455	4.43088707142149	0.756651265219219
428	3.34236976203517		4.36906806115535		1.01240730285645	3.34211487312971	4.41824536792599	0.756434872855096
426	3.35428210329617		4.38144367145746		1.01423370838165	3.35402721439071	4.4387677429869	0.755621246389824
424	3.33553204233593		4.36474217005935		1.01462960243225	3.33527715343047	4.42355452539506	0.753981246141101
422	3.32836732068488		4.36979726037118		1.01337480545044	3.32811243177942	4.423206596827	0.752420751535063
420	3.68612917228267		4.84988245132395		1.01114857196808	3.68587428337721	4.89892692612585	0.752384009592088
418	3.46036661214962		4.57919395142901		1.0079870223999	3.46011172324416	4.61075899831304	0.750442980105907
416	3.25475652996338		4.33571779273392		1.00422537326813	3.25450164105792	4.34904743410489	0.748325165537716
414	3.11149571510614		4.16910398724733		1	3.11124082620068	4.16413460007446	0.747151839459042
412	2.97354335970034		4.00641681748724		0.995681941509247	2.97328847079488	3.9841689462626	0.746275700377618
410	2.87036019360873		3.88474173252421		0.991583049297333	2.87010530470327	3.84711649278295	0.746040654107429
408	2.78035367541369		3.77664911821004		0.988153755664825	2.78009878650823	3.72699949138928	0.745934844619988
406	2.72752467171854		3.71378161357843		0.985654711723328	2.72726978281308	3.65560824585373	0.746050889316821
404	2.71346430800519		3.6984640599287		0.98426741361618	2.71320941909973	3.63538644875852	0.746333149815829
402	2.73524554571112		3.72871941869452		0.984128773212433	2.73499065680566	3.66464955027116	0.746317108713244
400	2.78824434921029		3.79664372262233		0.985299050807953	2.78798946030483	3.73593312369123	0.746263214034784
398	2.83897241297243		3.8559531217994		0.987817049026489	2.83871752406697	3.80406738858779	0.746232186260194
396	2.85874373857702		3.87070475748265		0.991658091545105	2.85848884967156	3.8334877597398	0.745662704259054
394	2.87404744945337		3.87695674720376		0.996615350246429	2.87379256054791	3.85888203896693	0.7447215363228
392	2.87722326731178		3.86611044597757		1.0025714635849	2.87696837840632	3.87106984243358	0.743197228546435
390	2.90368084777246		3.88496581699597		1.0093150138855	2.903425958867	3.91613865044259	0.74140019494429
388	2.93160948535618		3.90507293361485		1.01699423789978	2.93135459645072	3.96638283394399	0.739049839406428
386	2.96508208043727		3.93351057998559		1.02549052238464	2.96482719153181	4.02868176002711	0.73592985699418
384	3.00497095967242		3.97037842651796		1.03449034690857	3.00471607076696	4.10217737274648	0.732468588688851
382	3.03055461435534		3.98916426628665		1.04369103908539	3.03029972544988	4.15826849330094	0.728740755997781
380	3.0553486083969		4.00910625839447		1.0526317358017	3.05509371949144	4.21488154514156	0.724835012982275
378	3.05133312989732		3.99268965689756		1.06117713451386	3.05107824099186	4.23167756906927	0.721009148545059
376	3.05809370115937		3.99065529411272		1.06922745704651	3.05783881225391	4.26160480686341	0.717532232770432
374	3.0538139892624		3.97630158323258		1.07646524906158	3.05355910035694	4.2750011015377	0.714282646443902
372	3.07162976067559		3.99060263298012		1.08239138126373	3.07137487177013	4.31401507413996	0.711952744481876
370	3.07815137930188		3.99202145621664		1.08660447597504	3.07789649039642	4.33234862416849	0.710445247463703
368	3.10270355205533		4.01739705425977		1.08728444576263	3.10244866314987	4.36265019217124	0.711138534260025
366	3.12384020968572		4.0385838827884		1.08414971828461	3.12358532078026	4.37304201909028	0.714282027738223
364	3.15872687946819		4.07834888507091		1.07767069339752	3.15847199056273	4.38976170797103	0.719508757121715
362	3.19705010929553		4.12299318420893		1.06871128082275	3.19679522039007	4.40097848658898	0.72638283284765
360	3.24772601241335		4.18330912635073		1.05907070636749	3.24747112350789	4.42515721901446	0.733865705280217
358	3.29363515529632		4.23822110122897		1.04836678504944	3.29338026639085	4.43800048977002	0.742086503591513
356	3.33642088510582		4.28888801997182		1.03684234619141	3.33616599620036	4.44174824612435	0.751092995671543
354	3.3760474962756		4.33694342749465		1.02479386329651	3.37579260737014	4.43938041248154	0.760419764406523
352	3.4111771714282		4.37907086873256		1.01273274421692	3.41092228252274	4.42979579690324	0.769995376515376
350	3.44289409024678		4.41739953068879		1.00126516819	3.44263920134132	4.4180126097741	0.779228016172943
348	3.46820950762609		4.44796560722681		0.990810453891754	3.46795461872063	4.40216710143099	0.787783502719223
346	3.48509936351564		4.46816371505626		0.981342911720276	3.48484447461018	4.3799241172985	0.795640376701229
344	3.50870114564789		4.49871482577402		0.972720801830292	3.50844625674243	4.37115966625733	0.802635118507677
342	3.50862577943725		4.49894562411294		0.964752793312073	3.50837089053179	4.33557612766601	0.809205232989524
340	3.5150354107593		4.50873109770666		0.957048177719116	3.51478052185384	4.31031693794749	0.815434357253443
338	3.50599410220168		4.50125637849824		0.950148642063141	3.50573921329622	4.27214097913397	0.820604757759395
336	3.48117046948837		4.47526102948102		0.944044172763824	3.48091558058291	4.22015277547584	0.824831650837669
334	3.45398036949936		4.44959320731796		0.938558220863342	3.4537254805939	4.17153822504221	0.827926125634136
332	3.39104434680162		4.38370574420233		0.933434963226318	3.39078945789616	4.08726561040153	0.82959850939637
330	3.31083233540338		4.29932870596526		0.928119659423828	3.31057744649792	3.98567930840114	0.830618118100917
328	3.21880926448202		4.20357106474633		0.923022568225861	3.21855437557656	3.87540410339126	0.830508068245088
326	3.12239334689853		4.10466540107903		0.918195605278015	3.12213845799307	3.76432286294444	0.829402410916195
324	3.02823463145446		4.00777190781386		0.913534343242645	3.027979742549	3.65669757182377	0.828064034029153
322	2.93032153370117		3.90520080226668		0.908978700637817	2.93006664479571	3.54522728387877	0.82648203067815
320	2.8485972298285		3.82166709898718		0.904343068599701	2.84834234092304	3.45160412061962	0.825222777985247
318	2.77861290393627		3.75104856899592		0.899914681911469	2.77835801503081	3.37115165532547	0.824156934809442
316	2.72220398082183		3.69766307116237		0.895963847637177	2.72194909191637	3.30852004125273	0.822708962913138
314	2.665773780852		3.64284993661576		0.892610192298889	2.66551889194654	3.24720925679861	0.820864527398658
312	2.60965033136923		3.58925822540413		0.88999992609024	2.60939544246377	3.19001680111189	0.817987993528514
310	2.54832617389942		3.52942352105337		0.888025283813477	2.54807128499396	3.12980438252681	0.814131163985657
308	2.47842783433497		3.45809322348683		0.887133359909058	2.47817294542951	3.06338135109126	0.808966518173365
306	2.40442615006036		3.38292984488092		0.887335538864136	2.4041712611549	2.99738436300211	0.802089745589695
304	2.33390491010777		3.31256465961521		0.888603985309601	2.33365002120231	2.93914234088346	0.79399013404055
302	2.24413186359149		3.21700794612985		0.891015827655792	2.24387697468603	2.86197719507137	0.784030347464062
300	2.15241992548139		3.11727287572759		0.894482612609863	2.15216503657593	2.78390135567721	0.773075178180079
298	2.06003164460055		3.01571223160215		0.900495111942291	2.05977675569509	2.7111592147238	0.75974024118865
296	1.95546744824103		2.89607106997084		0.909423410892487	1.95521255933556	2.62923555360714	0.743642978908125
294	1.84778262201116		2.77137771109409		0.92107892036438	1.8475277331057	2.54808039228439	0.725066500531155
292	1.73223635782442		2.63262632004695		0.934718489646912	1.73198146891896	2.4561195196063	0.705169864533541
290	1.60925255704631		2.48101966782071		0.948803901672363	1.60899766814085	2.34928616701562	0.684887899452799
288	1.48246587542401		2.32237911669679		0.962523102760315	1.48221098651855	2.23056040322831	0.664501613304593
286	1.35153368600579		2.15646035515274		0.97529125213623	1.35127879710033	2.09833032012088	0.64397811161709
284	1.23191992915952		2.00459109306427		0.986907541751862	1.23166504025406	1.97344174219494	0.624120293961226
282	1.11810296184087		1.85743113271479		0.996903836727142	1.11784807293541	1.846726221521	0.605313370172831
280	1.01248960166718		1.71964735640988		1.00535523891449	1.01223471276172	1.72386047942369	0.587190625252995
278	0.914403803414094		1.58926079687228		1.00982344150543	0.914148914508633	1.59985460369015	0.571394995770302
276	0.833046975431074		1.48173446978729		1.01022160053253	0.832792086525614	1.4918599853693	0.558224025506968
274	0.761076309214748		1.38648400172307		1.00653350353241	0.760821420309288	1.39054074516444	0.547140688221486
272	0.706129120103252		1.31428346337631		0.99854451417923	0.705874231197791	1.30740838813059	0.539903397902388
270	0.663782640475097		1.25964821121425		0.988452672958374	0.663527751569637	1.24019063732797	0.535020771483347
268	0.628249255912491		1.21536169863487		0.972882628440857	0.627994367007031	1.17756965341975	0.533297003012338
266	0.594746726139134		1.17265149830504		0.953488886356354	0.594491837233674	1.11337191576165	0.533956199916348
264	0.564500603518293		1.13395326084981		0.931065678596497	0.564245714612832	1.05115813646952	0.536784804337758
262	0.53206047608444		1.08957743705251		0.906938552856445	0.53180558717898	0.983672855174295	0.540632573504074
260	0.497584432521028		1.04022557262569		0.883175373077393	0.497329543615568	0.914312767817973	0.54393809330964
258	0.460824538869085		0.984040625645604		0.859192788600922	0.460569649963625	0.841210947622347	0.54750791256986
256	0.42365361616605		0.925327164576501		0.834685504436493	0.42339872726059	0.7682092956942	0.551150226421019
254	0.385708393844527		0.862414649569098		0.80953711271286	0.385453504939067	0.694133762029563	0.55530147937488
252	0.350232911808546		0.802129696501879		0.784095585346222	0.349978022903086	0.625049879358105	0.559920151112573
250	0.315402591207975		0.740358357332201		0.758817315101624	0.315147702302515	0.558025883891652	0.564754631281055
248	0.282790797820219		0.680287927579555		0.735633492469788	0.282535908914759	0.49678693640897	0.568726526822692
246	0.250244479896068		0.618291953095834		0.715051770210266	0.249989590990608	0.438557386473118	0.570027090413472
244	0.218915801127209		0.555977179785261		0.697206974029541	0.218660912221748	0.384166475753982	0.569182700787711
242	0.190167288974016		0.496220130463491		0.681808710098267	0.189912400068555	0.334939035617794	0.567005872332148
240	0.162748832052324		0.436355418178285		0.667849898338318	0.162493943146864	0.288101116951537	0.564017053686737
238	0.136840317751553		0.376218228171999		0.657016694545746	0.136585428846092	0.243916686367187	0.559967548265556
236	0.115561948505217		0.324196789781234		0.649702370166779	0.115307059599757	0.207402800096839	0.555957101572007
234	0.0926994636646254		0.265485051429408		0.645702123641968	0.092444574759165	0.168215517652445	0.549560326236771
232	0.073647609416412		0.214624362850899		0.644411623477936	0.0733927205109516	0.135104103246906	0.543230877132017
230	0.0574358035653587		0.170155294692102		0.644490897655487	0.0571809146598983	0.106460813817107	0.537107623074643
