Wavelength,Abs,,,,,,,,
353.33,3.124032298,,,,,,,,
350.33,3.16621994,,,,,,,,
347.33,3.189305336,,,,,,,,
344.33,3.206991171,,,,,,,,
341.33,3.211195149,,,,,,,,
338.33,3.200357063,,,,,,,,
335.33,3.163689689,,,,,,,,
332.33,3.090254236,,,,,,,,
329.33,2.980247183,,,,,,,,
326.33,2.845284048,,,,,,,,
323.33,2.703076183,,,,,,,,
320.33,2.569257114,,,,,,,,
317.33,2.463743088,,,,,,,,
314.33,2.379078937,,,,,,,,
311.33,2.292947154,,,,,,,,
308.33,2.197314999,,,,,,,,
305.33,2.093395961,,,,,,,,
302.33,1.976976914,,,,,,,,
299.33,1.845540049,,,,,,,,
296.33,1.703276707,,,,,,,,
293.33,1.558200597,,,,,,,,
290.33,1.395419561,,,,,,,,
287.33,1.225416259,,,,,,,,
284.33,1.058899885,,,,,,,,
281.33,0.906300907,,,,,,,,
278.33,0.775756825,,,,,,,,
275.33,0.664676348,,,,,,,,
272.33,0.582675188,,,,,,,,
269.33,0.525772851,,,,,,,,
266.33,0.48072693,,,,,,,,
263.33,0.441105606,,,,,,,,
260.33,0.399492527,,,,,,,,
257.33,0.355014659,,,,,,,,
254.33,0.30838303,,,,,,,,
251.33,0.264235561,,,,,,,,
248.33,0.223833195,,,,,,,,
245.33,0.184743652,,,,,,,,
242.33,0.147903246,,,,,,,,
239.33,0.115428046,,,,,,,,
